kabul,Extracted Email Address,URL,WAS_COMPLETE,IS_USEFUL,,,,
andorra, toulouse@meyss.es, http://www.exteriores.gob.es/Embajadas/andorra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
andorra, consejeria.andorra@interior.es, http://www.exteriores.gob.es/Embajadas/andorra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, cog.andorra@maec.es, http://www.exteriores.gob.es/Consulados/andorra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
argel, Emb.Argel@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
argel, cog.argel@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
argel, emb.argel@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
argel, agredarg@oc.mde.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, emb.argel@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, cog.argel@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, cog.oran@maec.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, argel@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, cenarg@cervantes.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, diroran@cervantes.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, otc.argelia@aecid.es, http://www.exteriores.gob.es/Embajadas/argel/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
argel, cog.argel@maec.es, http://www.exteriores.gob.es/Consulados/argel/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
argel, cog.argel.nac@maec.es, http://www.exteriores.gob.es/Consulados/argel/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
buenosaires, cog.argel.vis@maec.es, http://www.exteriores.gob.es/Consulados/argel/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
buenosaires, emb.buenosaires@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
buenosaires, cog.bahiablanca@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, cog.buenosaires@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, cog.cordoba@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, cog.mendoza@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, cog.rosario@maec.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, agredair@oc.mde.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, consejeria.ar@mecd.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, argentina@meyss.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, buenosaires@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, finanzas.buenosaires@minhap.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, buenosaires@mapama.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, BuenosAires@comunicacion.presidencia.gob.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, info@oficinacultural.org.ar, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, buenosaires@tourspain.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
buenosaires, otc.regional@aecid.es, http://www.exteriores.gob.es/Embajadas/buenosaires/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
cordoba, cog.buenosaires@maec.es, http://www.exteriores.gob.es/Consulados/buenosaires/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
cordoba, cog.cordoba@maec.es, http://www.exteriores.gob.es/Consulados/cordoba/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
mendoza, cog.cordoba.emergenc@maec.es, http://www.exteriores.gob.es/Consulados/cordoba/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
mendoza, cog.mendoza@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
mendoza, .cog.mendoza.emergen@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, True,,,,
mendoza, fjavier.garcia@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, False,,,,
mendoza, isabel.lopezl@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, False,,,,
mendoza, lmanuel.clemente@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, False,,,,
mendoza, jorge.mengoni@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, False,,,,
rosario, gabriel.martin@maec.es, http://www.exteriores.gob.es/Consulados/mendoza/es/Consulado/Paginas/LocalizacionContacto.aspx, False, False,,,,
rosario, cog.rosario.pas@maec.es, http://www.exteriores.gob.es/Consulados/rosario/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
rosario, cog.rosario.rgc@maec.es, http://www.exteriores.gob.es/Consulados/rosario/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
rosario, cog.rosario.vis@maec.es, http://www.exteriores.gob.es/Consulados/rosario/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
rosario, cog.rosario.emergen@maec.es, http://www.exteriores.gob.es/Consulados/rosario/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
canberra, cog.rosario@maec.es, http://www.exteriores.gob.es/Consulados/rosario/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
canberra, emb.canberra.emergen@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
canberra, emb.canberra@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
canberra, emb.canberra.emergen@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
canberra, emb.canberra@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
canberra, agredcan@oc.mde.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, sydney@mcx.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, sidney@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, spainedu.au@educacion.gob.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, emb.canberra.emergen@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, emb.canberra@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, cog.sydney@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, cog.melbourne@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, spain.consulate.brisbane@maec.es, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, enric.tarraso@spanishconsulate.com.au, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, adelaidehonoraryconsul@spainmail.com, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
canberra, dalgrosi@solomon.com.sb, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
melbourne, maralydie@vanuatu.com.vu, http://www.exteriores.gob.es/Embajadas/canberra/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
viena, cog.melbourne@maec.es, http://www.exteriores.gob.es/Consulados/melbourne/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
viena, emb.viena@maec.es, http://www.exteriores.gob.es/Embajadas/viena/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
dhaka, emb.viena.sec@maec.es, http://www.exteriores.gob.es/Embajadas/viena/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
bruselas, info.dac@blshelpline.com, http://www.exteriores.gob.es/Embajadas/dhaka/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
bruselas, emb.bruselas@maec.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
bruselas, emb.bruselas@maec.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
bruselas, cog.bruselas@maec.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
bruselas, agredpar@oc.mde.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, emb.bruselas.ofc@maec.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, consejeriabelgica.be@educacion.gob.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, belgica@meyss.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, belgica@mites.gob.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, bruselas@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, bruselas@tourspain.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, consejeria.bruselas@comunicacion.presidencia.gob.es, http://www.exteriores.gob.es/Embajadas/bruselas/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
bruselas, cog.bruselas@maec.es, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
bruselas, cog.bruselas.nac@maec.es, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
bruselas, cog.bruselas.rgc@maec.e, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
bruselas, cog.bruselas.cert@maec.es, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
bruselas, cog.bruselas.not@maec.es, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
lapaz, cog.bruselas.cen@maec.es, http://www.exteriores.gob.es/Consulados/bruselas/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
lapaz, emb.lapaz@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
lapaz, ofc.LaPaz@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, oc.lapaz.not@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, oc.lapaz.vis@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, feedback.lpb@blshelpline.com, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, oc.lapaz.rgc@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, oc.lapaz.pas@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
lapaz, cog.santacruzdelasierra@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, lapaz@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, cam_esp@entelnet.bo, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, sabtacruz@aecid-ct.bo, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, aecid@aecid.bo, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, consulado.cbba@outlook.com, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, gerencia@parador.com.bo, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, clperu@meyss.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
lapaz, diego.lara@maec.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santacruzdelasierra, diego.lara@meyss.es, http://www.exteriores.gob.es/Embajadas/lapaz/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
santacruzdelasierra, cog.santacruzdelasierra@maec.es%20para%20cuestiones%20y%20preguntas%20de%20carácter%20general%20o%20si%20se%20tienen%20dudas%20sobre%20el%20buzón%20de%20correo%20al%20que%20dirigirse., http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
santacruzdelasierra, cog.santacruz.vis@maec.es, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santacruzdelasierra, cog.santacruz.rgc@maec.es, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santacruzdelasierra, cog.santacruz.nac@maec.espara, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santacruzdelasierra, cog.santacruz.nac@maec.es para, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santacruzdelasierra, cog.santacruz.nac@maec.es, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santacruzdelasierra, cog.santacru.emerge@maec.es, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
sarajevo, info.vvi@blshelpline.com, http://www.exteriores.gob.es/Consulados/santacruzdelasierra/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
sarajevo, Emb.Sarajevo@maec.es, http://www.exteriores.gob.es/Embajadas/sarajevo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sarajevo, emb.sarajevo.sc@maec.es, http://www.exteriores.gob.es/Embajadas/sarajevo/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
sarajevo, emb.sarajevo@maec.es, http://www.exteriores.gob.es/Embajadas/sarajevo/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
brasilia, consuladoesp.mostar@ymail.com, http://www.exteriores.gob.es/Embajadas/sarajevo/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, emb.brasilia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
brasilia, sc.brasilia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
brasilia, emb.brasilia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
brasilia, sc.brasilia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
brasilia, agredbra@oc.mde.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, finanzas.brasil@minhap.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, consejeria.brasil@interior.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, brasilia@comunicacion.presidencia.gob.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, consejeria.br@mecd.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, brasilia@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, brasilia@magrama.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, saopaulo@tourspain.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, modestonovoa@hotmail.com, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, informabras@cervantes.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, sc.brasilia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, cog.salvadorbahia@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, cog.riodejaneiro@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
brasilia, cog.saopaulo@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
portoalegre, cog.portoalegre@maec.es, http://www.exteriores.gob.es/Embajadas/brasilia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
riodejaneiro, cog.portoalegre@maec.es, http://www.exteriores.gob.es/Consulados/portoalegre/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, cog.riodejaneiro@maec.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, cog.riodejaneiro.rgc@maec.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, cog.riodejaneiro.pas@maec.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, cog.riodejaneiro.vis@maec.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, st.riodejaneiro@meyss.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
riodejaneiro, agregaduria.rio@mecd.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
riodejaneiro, informario@cervantes.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
riodejaneiro, cenrio@cervantes.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
riodejaneiro, dirbelo@cervantes.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
saopaulo, adx1belo@cervantes.es, http://www.exteriores.gob.es/Consulados/riodejaneiro/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
sofia, cog.saopaulo@maec.es, http://www.exteriores.gob.es/Consulados/saopaulo/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
sofia, emb.sofia@maec.es, http://www.exteriores.gob.es/Embajadas/sofia/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
sofia, sofia@comercio.mineco.es, http://www.exteriores.gob.es/Embajadas/sofia/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
sofia, consejeria.bg@educacion.gob.es, http://www.exteriores.gob.es/Embajadas/sofia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
sofia, censof@cervantes.es, http://www.exteriores.gob.es/Embajadas/sofia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
yaunde, viena@tourspain.es, http://www.exteriores.gob.es/Embajadas/sofia/es/Embajada/Paginas/Directorio.aspx, True, False,,,,
yaunde, emb.yaunde.vis@maec.es, http://www.exteriores.gob.es/Embajadas/yaunde/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
yaunde, info.nsi@blshelpline.com, http://www.exteriores.gob.es/Embajadas/yaunde/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, False,,,,
montreal, emb.yaunde@maec.es, http://www.exteriores.gob.es/Embajadas/yaunde/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
montreal, cog.montreal@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
montreal, cog.montreal.sec@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
montreal, cog.montreal.rgc@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
montreal, cog.montreal.lega@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
montreal, cog.montreal.not@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
toronto, cog.montreal.nac@maec.es, http://www.exteriores.gob.es/Consulados/montreal/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
toronto, cog.toronto@maec.es, http://www.exteriores.gob.es/Consulados/toronto/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
toronto, cog.toronto.emer@maec.es, http://www.exteriores.gob.es/Consulados/toronto/es/Consulado/Paginas/LocalizacionContacto.aspx, True, True,,,,
toronto, ch.vancouver@maec.es, http://www.exteriores.gob.es/Consulados/toronto/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santiagodechile, ch.winnipeg@maec.es, http://www.exteriores.gob.es/Consulados/toronto/es/Consulado/Paginas/LocalizacionContacto.aspx, True, False,,,,
santiagodechile, emb.santiagodechile@maec.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/HorariosLocalizacionContacto.aspx, True, True,,,,
santiagodechile, emb.santiagodechile@maec.es, http://www.exteriores.gob.es/Embajadas/santiagodechile/es/Embajada/Paginas/Directorio.aspx, True, True,,,,
